Codigo,Pais,T_Ini,T_Fin,Dif_T,Freq_B,Freq_A,T_Max,Ener,Max_Ent,Max_Freq,Max_poder,Min_Entropia,Frecuenca_pico
ECU199,Ecuador ,14.40715129,14.87645119,0.469,761.9,3708.7,14.6,114.3,4.751,1378.1,104.7,1.639,1378.1
ECU200,Ecuador ,16.28999377,16.74141557,0.451,1015.9,3889.2,16.469,114.4,4.66,1464.3,105.1,1.471,1464.3
ECU201,Ecuador ,16.87103173,17.24647165,0.375,1378.1,3561,17.096,108.2,4.694,1378.1,99.1,1.966,1378.1
ECU202,Ecuador ,18.45324281,18.83762178,0.384,1181.2,3823.6,18.646,115.8,4.873,1464.3,105.8,1.382,1464.3
ECU203,Ecuador ,18.98511603,19.29351311,0.308,1575,3380.5,19.145,107.2,4.329,1464.3,98.3,1.613,1464.3
ECU204,Ecuador ,19.40078165,19.69577016,0.295,2362.5,3364.1,19.522,105.8,4.729,1464.3,97.5,1.548,1464.3
ECU205,Ecuador ,19.83879489,20.19188719,0.353,1575,3118,19.94,106.1,4.661,1378.1,96.7,1.341,1378.1
ECU206,Ecuador ,1.549084409,2.350334965,0.801,995.8,5405.5,1.945,113.2,4.354,1636.5,102.4,1.381,1636.5
ECU207,Ecuador ,2.363813946,3.235454739,0.872,0,5250.9,2.583,108.2,4.598,1550.4,98.5,1.373,1550.4
ECU208,Ecuador ,3.645814837,4.149030139,0.503,569,5751.9,3.762,111.4,4.127,1550.4,100.3,1.349,1550.4
ECU209,Ecuador ,4.178983431,4.745100646,0.566,711.3,5584.9,4.36,108,4.482,1550.4,97.5,1.37,1550.4
ECU210,Ecuador ,4.74960475,5.459497766,0.71,995.8,5362.3,4.998,109.3,4.481,1550.4,97.5,1.327,1550.4
ECU211,Ecuador ,6.112335182,6.591587851,0.479,995.8,5826.1,6.235,111.5,4.317,1550.4,101.3,1.368,1550.4
ECU212,Ecuador ,6.615550485,7.121761116,0.506,711.3,5547.8,6.803,106.7,4.386,1550.4,96,1.343,1550.4
ECU213,Ecuador ,7.889695504,8.371943502,0.482,995.8,6178.7,7.97,112.5,4.22,1636.5,102.3,1.421,1636.5
ECU214,Ecuador ,8.413878111,8.803270905,0.389,995.8,5863.2,8.446,106.4,4.511,1550.4,94.4,1.39,1550.4
ECU215,Ecuador ,9.803722561,10.40877906,0.605,711.3,6252.9,9.973,112.6,4.286,1636.5,101.3,1.327,1636.5
ECU216,Ecuador ,10.43873235,10.87904574,0.44,426.8,5881.8,10.461,107,4.664,1550.4,94.2,1.677,1550.4
ECU217,Ecuador ,11.82315072,12.44617919,0.623,995.8,6345.7,11.976,112.3,4.595,1636.5,102.3,1.343,1636.5
ECU218,Ecuador ,12.48511847,12.99432443,0.509,711.3,6252.9,12.649,106.6,4.432,1550.4,95.4,1.427,1550.4
ECU219,Ecuador ,13.78061662,14.33175719,0.551,761.9,6104.4,13.903,112,4.117,1636.5,101.3,1.335,1636.5
ECU220,Ecuador ,14.36470581,14.7840519,0.419,1015.9,5993.1,14.541,106.3,4.037,1550.4,95.9,1.543,1550.4
ECU221,Ecuador ,15.38841093,15.85568228,0.467,0,6085.9,15.505,108.2,4.33,1550.4,98,1.374,1550.4
ECU222,Ecuador ,16.17130884,16.76438401,0.593,995.8,6067.3,16.393,111.6,4.592,1550.4,99.9,1.47,1550.4
ECU223,Ecuador ,16.79134198,17.33649189,0.545,18.6,5918.9,16.997,107.5,4.543,1550.4,97.5,1.41,1550.4
ECU224,Ecuador ,17.39088934,18.29248343,0.902,0,5807.6,17.554,106.7,4.619,1636.5,99.2,1.361,1636.5
ECU225,Ecuador ,18.49484129,19.52523453,1.03,1607.8,6178.7,18.663,112.3,4.706,1550.4,100.7,1.442,1550.4
ECU226,Ecuador ,19.9762789,20.61727935,0.641,1378.1,6215.8,20.137,112,4.338,1722.7,99.5,1.402,1722.7
ECU227,Ecuador ,21.6810537,22.2166814,0.536,1378.1,4253.4,21.711,102.7,4.433,1550.4,96.3,1.477,1550.4
ECU228,Ecuador ,24.8247128,25.46485322,0.64,1181.2,4762.7,24.95,102.8,4.65,1636.5,94,1.695,1636.5
ECU229,Ecuador ,12.75262828,13.51034551,0.758,1575,5661.3,12.957,107.7,4.936,1722.7,99.2,1.272,1722.7
ECU230,Ecuador ,8.067695093,8.603322789,0.536,2362.5,5990.8,8.266,103,4.875,1464.3,98,1.421,1464.3
ECU231,Ecuador ,10.96792311,11.58193535,0.614,1575,6320.3,11.146,102.7,4.9,1550.4,95.6,1.443,1550.4
ECU232,Ecuador ,6.735157896,7.505939216,0.771,1575,6679.7,7.03,106,5.06,1636.5,99.6,1.369,1636.5
ECU233,Ecuador ,1.235175938,2.982497997,1.747,1181.2,6968.4,2.078,111.6,5.48,1636.5,101.8,1.382,1636.5
ECU234,Ecuador ,30.0827358,30.7359403,0.653,1181.2,7159,30.157,108.8,5.446,1722.7,99.3,1.531,1722.7
ECU235,Ecuador ,18.50639369,19.32943137,0.823,1181.2,7188.9,18.68,108.2,5.34,1550.4,100.5,1.392,1550.4
ECU236,Ecuador ,21.1014471,21.59788253,0.496,984.4,7188.9,21.2,111.8,4.783,1550.4,103.1,1.34,1550.4
ECU237,Ecuador ,10.15794952,10.75889767,0.601,1575,7608.3,10.379,114.2,4.963,1722.7,104.7,1.294,1722.7
ECU238,Ecuador ,27.79652002,28.63262179,0.836,984.4,8926.2,27.928,109.4,4.886,1722.7,100.2,1.318,1722.7
ECU239,Ecuador ,1.40831941,1.944822042,0.537,492.7,5375.6,1.643,99.7,4.949,1550.4,90.8,1.721,1550.4
ECU240,Ecuador ,1.971897876,2.240650596,0.269,1729.4,5242.9,2.067,108.7,4.49,1550.4,100.4,1.33,1550.4
ECU241,Ecuador ,2.246667448,2.669852702,0.423,1794.8,4920.3,2.334,109.8,4.218,1722.7,99.1,1.528,1722.7
ECU242,Ecuador ,2.799917912,3.058642546,0.259,0,5182.5,2.92,103.2,4.36,1550.4,93.2,1.52,1550.4
ECU243,Ecuador ,3.066665016,3.405614342,0.339,0,4960.6,3.088,106.8,4.451,1550.4,96.1,1.285,1550.4
ECU244,Ecuador ,3.477816566,3.941114166,0.463,20.2,5686.6,3.582,109.2,4.684,1722.7,99.2,1.376,1722.7
ECU245,Ecuador ,4.109132086,4.492204993,0.383,40.3,5565.6,4.412,112.2,4.263,1378.1,101.9,1.399,1378.1
ECU246,Ecuador ,4.512261166,4.925418334,0.413,33.7,5242.9,4.714,108.5,3.808,1550.4,97.8,1.687,1550.4
ECU247,Ecuador ,5.015671113,5.366654143,0.351,0,4597.7,5.161,109,3.277,1464.3,98.2,1.492,1464.3
ECU248,Ecuador ,5.569764348,6.077185529,0.507,1378.1,5646.3,5.7,108.6,4.434,1722.7,98.6,1.462,1722.7
ECU249,Ecuador ,6.235402237,6.732795331,0.497,1378.1,5767.2,6.316,104.6,4.513,1550.4,96.4,1.302,1550.4
ECU250,Ecuador ,6.837087432,7.113862621,0.277,1181.2,5162.3,6.867,99.3,4.504,1550.4,90.3,1.383,1550.4
ECU251,Ecuador ,7.142092957,7.448952406,0.307,1575,5424.4,7.239,110.7,3.885,1550.4,101.9,1.335,1550.4
ECU252,Ecuador ,7.657536607,7.972418526,0.315,2362.5,5827.7,7.732,99.9,4.777,1550.4,91.5,1.575,1550.4
ECU253,Ecuador ,8.001544157,8.348515953,0.347,1575,5605.9,8.052,103.4,4.525,1464.3,93,1.314,1464.3
ECU254,Ecuador ,8.368572126,8.793762998,0.425,1575,5404.3,8.458,108.6,4.22,1722.7,99.3,1.44,1722.7
ECU255,Ecuador ,8.898055098,9.257060598,0.359,1181.2,5505.1,9.056,114.6,3.51,1378.1,104.5,1.361,1378.1
ECU256,Ecuador ,9.288167028,9.578981539,0.291,0,5323.6,9.369,111.3,3.912,1722.7,102.5,1.435,1722.7
ECU257,Ecuador ,9.614224956,10.23195509,0.618,97.3,5101.8,9.845,110.9,4.383,1464.3,98.8,1.329,1464.3
ECU258,Ecuador ,11.04740846,11.41844767,0.371,80.4,5787.4,11.25,114.3,4.18,1378.1,105.3,1.27,1378.1
ECU259,Ecuador ,11.68118354,12.03216657,0.351,97.3,5505.1,11.894,108.8,3.433,1464.3,98.4,1.321,1464.3
ECU260,Ecuador ,12.7508597,13.12189891,0.371,0,5868.1,12.846,103.9,4.379,1722.7,93,1.318,1722.7
ECU261,Ecuador ,13.54098366,14.11659583,0.576,60.5,6029.4,13.706,112.4,4.228,1378.1,101.9,1.31,1378.1
ECU262,Ecuador ,14.13063515,14.48161818,0.351,60.5,5807.6,14.356,107,4.379,1464.3,96.6,1.368,1464.3
ECU263,Ecuador ,14.50231851,14.81920605,0.317,0,5545.4,14.617,101.2,4.35,1550.4,89.7,1.73,1550.4
ECU264,Ecuador ,15.16858853,15.57773446,0.409,1378.1,6674.7,15.354,110,3.974,1722.7,98.8,1.335,1722.7
ECU265,Ecuador ,15.84174326,16.14058024,0.299,1181.2,6634.3,15.97,103.5,4.664,1550.4,93.5,1.536,1550.4
ECU266,Ecuador ,16.20275438,16.4715071,0.269,1575,6634.3,16.283,100.2,4.545,1550.4,91.4,1.498,1550.4
ECU267,Ecuador ,16.92318698,17.58303507,0.66,0,6674.7,17.316,116.1,4.48,1378.1,104.7,1.313,1378.1
ECU268,Ecuador ,18.13285204,18.51793056,0.385,40.3,6331.9,18.268,100.5,4.759,1550.4,90.8,1.569,1550.4
ECU269,Ecuador ,18.86656794,19.46624752,0.6,0,6513.4,18.965,109,4.574,1464.3,96.8,1.317,1464.3
ECU270,Ecuador ,3.379862812,3.95131456,0.571,114.1,5925,3.599,112.7,4.719,1550.4,100.9,1.195,1550.4
ECU271,Ecuador ,1.641016779,2.167568747,0.527,181.5,6312.4,1.672,112.3,4.794,3531.4,99.3,2.236,3531.4
ECU272,Ecuador ,2.249204711,2.926783212,0.678,215.2,6278.7,2.363,110.1,5.03,3186.9,100.1,1.571,3186.9
ECU273,Ecuador ,5.172667221,5.670646601,0.498,164.7,5958.7,5.254,110.8,4.732,3359.2,96.1,1.85,3359.2
ECU274,Ecuador ,5.686973794,6.184953175,0.498,181.5,5722.9,5.7,102.6,5.112,1636.5,89.7,2.566,1636.5
ECU275,Ecuador ,7.842611661,8.340591042,0.498,97.3,5756.6,7.877,108,4.782,1722.7,95.5,1.613,1722.7
ECU276,Ecuador ,8.34467284,9.00184235,0.657,80.4,5503.9,8.487,108.4,4.387,3273,94.8,0.562,3273
ECU277,Ecuador ,9.322250029,10.01207393,0.69,97.3,5958.7,9.485,109.5,5.058,1636.5,97.2,1.856,1636.5
ECU278,Ecuador ,10.01207393,10.5222987,0.51,80.4,5823.9,10.141,108.5,4.706,1636.5,95.3,0.933,1636.5
ECU279,Ecuador ,10.5263805,11.11415944,0.588,29.9,5487.1,10.553,103.5,4.728,3186.9,89.9,0.729,3186.9
ECU280,Ecuador ,11.17488715,11.66470294,0.49,13.1,5503.9,11.256,108.9,4.353,1550.4,94.5,2.378,1550.4
ECU281,Ecuador ,11.66878474,12.37493582,0.706,0,5268.1,12.272,109.6,5.056,0,96,1.323,0
ECU282,Ecuador ,12.69143387,13.20574045,0.514,33.7,5794,12.771,109.6,4.508,1636.5,93.9,2.06,1636.5
ECU283,Ecuador ,14.54636152,15.2892488,0.743,18.5,5120.3,14.553,107.7,4.517,0,97.4,0.579,0
ECU284,Ecuador ,15.41720657,16.2621388,0.845,33.7,5238.2,15.47,107.7,4.504,1636.5,94.1,0.361,1636.5
ECU285,Ecuador ,16.37383643,16.9126338,0.539,0,5474,16.504,109.1,4.587,2928.5,95,1.184,2928.5
ECU286,Ecuador ,16.92896099,17.5902123,0.661,33.7,5238.2,16.974,110.1,4.405,0,100.7,1.149,0
ECU287,Ecuador ,18.07406407,18.73123358,0.657,50.5,5406.6,18.17,110.5,4.914,1636.5,101.1,0.834,1636.5
ECU288,Ecuador ,18.77205156,19.52310243,0.751,50.5,5204.5,19.04,106.4,4.339,1550.4,90.7,0.516,1550.4
ECU289,Ecuador ,20.3533677,21.28401768,0.931,33.7,5760.3,21.014,111.4,4.682,2842.4,98.4,0.453,2842.4
ECU290,Ecuador ,22.33361928,23.13773353,0.804,50.5,5810.9,22.918,109.2,4.55,86.1,96.4,0.271,86.1
ECU291,Ecuador ,23.62350761,24.34598589,0.722,0,5895.1,23.818,113.2,5.057,86.1,104.6,1.235,86.1
ECU292,Ecuador ,24.35823129,25.10520036,0.747,33.7,5676.1,24.497,111.2,4.683,1378.1,96.4,0.663,1378.1
ECU293,Ecuador ,25.46305575,26.10797986,0.645,16.8,5827.7,26.082,107.6,4.534,86.1,94.2,0.294,86.1
ECU294,Ecuador ,26.16512504,26.75698578,0.592,67.4,5474,26.198,108.3,4.334,1636.5,95.3,0.458,1636.5
ECU295,Ecuador ,26.9284213,28.03050682,1.102,0,5339.3,27.086,111.8,4.577,1464.3,97.2,1.496,1464.3
ECU296,Ecuador ,1.625938089,2.123432139,0.497,1575,4447,1.811,112.2,4.141,1636.5,102.1,1.504,1636.5
ECU297,Ecuador ,2.134348936,2.530472725,0.396,18.5,4151.7,2.305,110.6,3.873,1464.3,101.4,1.54,1464.3
ECU298,Ecuador ,2.815791763,3.163569735,0.348,36.9,4428.5,2.949,109.4,3.55,1464.3,100.6,1.686,1464.3
ECU299,Ecuador ,3.483275943,3.760874504,0.278,0,4410.1,3.593,111,4.251,1464.3,100.8,1.83,1464.3
ECU300,Ecuador ,6.11392929,6.650411902,0.536,36.9,4465.4,6.223,112.3,4.598,1550.4,102.7,1.365,1550.4
ECU301,Ecuador ,6.659762531,7.03717181,0.377,0,4151.7,6.809,110.7,4.444,1464.3,101.5,1.502,1464.3
ECU302,Ecuador ,7.314245225,7.66358274,0.349,1575,4539.2,7.465,110.2,4.169,1464.3,101.2,1.566,1464.3
ECU303,Ecuador ,8.558942476,8.965983063,0.407,18.5,4262.4,8.771,112.3,4.442,1636.5,100.5,1.371,1636.5
ECU304,Ecuador ,9.073066348,9.467630594,0.395,0,4170.2,9.294,108.1,4.122,1378.1,96.3,1.604,1378.1
ECU305,Ecuador ,9.753670053,10.16850835,0.415,36.9,4354.7,9.915,109.8,5.008,1464.3,98.9,1.707,1464.3
ECU306,Ecuador ,11.52301588,11.92225875,0.399,0,4299.3,11.622,112.8,5.055,1464.3,101.5,1.346,1464.3
ECU307,Ecuador ,12.02986719,12.42755052,0.398,452.5,4022.6,12.219,110.8,4.065,1464.3,101.2,1.592,1464.3
ECU308,Ecuador ,12.70572264,13.09092964,0.385,1607.8,3948.8,12.916,111.3,4.716,1722.7,100.9,1.517,1722.7
ECU309,Ecuador ,14.66552826,15.08972381,0.424,1378.1,4299.3,14.779,112.5,4.82,1464.3,100.3,1.463,1464.3
ECU310,Ecuador ,15.18953453,15.51703845,0.328,1378.1,3948.8,15.366,111.7,3.467,1464.3,103.1,1.463,1464.3
ECU311,Ecuador ,16.71201976,17.0878695,0.376,1181.2,4502.3,16.829,111.7,4.112,1464.3,103.6,1.624,1464.3
ECU312,Ecuador ,17.30775616,17.71947538,0.412,1575,4428.5,17.479,111.2,4.146,1464.3,103.2,1.591,1464.3
ECU313,Ecuador ,18.91348308,19.30180916,0.388,2362.5,4225.5,19.011,113,4.841,1464.3,102.4,1.349,1464.3
ECU314,Ecuador ,19.42682453,19.80267427,0.376,1575,4188.6,19.598,111.5,3.759,1464.3,102.6,1.417,1464.3
ECU315,Ecuador ,20.10054688,20.5013493,0.401,0,4188.6,20.306,111.6,4.535,1722.7,101.3,1.452,1722.7
ECU316,Ecuador ,21.51626866,21.91551153,0.399,0,4428.5,21.606,112.1,3.923,1550.4,98.9,1.46,1550.4
ECU317,Ecuador ,22.00908408,22.35218342,0.343,18.5,4244,22.204,112,3.987,2928.5,99.3,1.642,2928.5
ECU318,Ecuador ,23.5738003,24.12899742,0.555,55.4,4133.3,23.655,112.7,4.86,3273,100.6,1.596,3273
ECU319,Ecuador ,1.574584233,2.035307776,0.461,40.1,5637,1.683,112.8,4.377,1464.3,102.5,1.427,1464.3
ECU320,Ecuador ,2.068555867,2.591025864,0.522,40.1,5356.2,2.27,113,4.32,1464.3,102.8,1.333,1464.3
ECU321,Ecuador ,2.605275045,3.189491497,0.584,20.1,4914.9,2.763,110.7,4.702,1464.3,101.2,1.337,1464.3
ECU322,Ecuador ,4.33892549,4.913642487,0.575,0,5516.7,4.516,113.3,5.122,1464.3,103.3,1.389,1464.3
ECU323,Ecuador ,4.930832808,5.296561806,0.366,40.1,5095.4,5.05,111.6,4.487,1464.3,103,1.317,1464.3
ECU324,Ecuador ,5.436542802,5.849769072,0.413,60.2,4814.6,5.561,110,4.021,1464.3,100.5,1.319,1464.3
ECU325,Ecuador ,7.404304076,8.007519436,0.603,0,5396.3,7.628,112.9,4.306,1464.3,102.5,1.476,1464.3
ECU326,Ecuador ,8.045517254,8.392247343,0.347,467.6,4854.7,8.185,111.9,4.354,1464.3,101.8,1.346,1464.3
ECU327,Ecuador ,8.582236433,8.943215703,0.361,452.5,4955,8.731,110.9,4.173,1464.3,100.8,1.326,1464.3
ECU328,Ecuador ,9.916933692,10.33965942,0.423,482.6,5336.1,10.112,105.5,4.488,1464.3,96.2,1.451,1464.3
ECU329,Ecuador ,10.41090533,10.79088351,0.38,331.7,5376.3,10.49,112.7,4.322,1464.3,103,1.381,1464.3
ECU330,Ecuador ,10.86212941,11.41309778,0.551,377,5015.2,11.058,112.1,4.184,1464.3,102.7,1.343,1464.3
ECU331,Ecuador ,11.82590364,12.38162173,0.556,346.8,5035.2,12.057,105.2,4.503,1464.3,95.1,1.871,1464.3
ECU332,Ecuador ,12.51461409,13.07508191,0.56,346.8,5436.4,12.649,113.5,4.306,1464.3,102.4,1.39,1464.3
ECU333,Ecuador ,13.09883054,13.43606118,0.337,361.9,4874.7,13.201,111.9,4.239,1464.3,103.4,1.39,1464.3
ECU334,Ecuador ,14.53046505,15.19542686,0.665,392.1,5476.6,14.745,114.3,4.289,1464.3,102.9,1.447,1464.3
ECU335,Ecuador ,15.68464877,16.18811986,0.503,60.2,5095.4,15.813,111.9,4.699,1464.3,102.7,1.334,1464.3
ECU336,Ecuador ,16.29301535,16.62549625,0.332,40.1,5015.2,16.509,106.4,4.821,1464.3,97.7,1.438,1464.3
ECU337,Ecuador ,17.07197061,17.66568652,0.594,0,5376.3,17.252,112.8,4.457,1636.5,101.9,1.498,1636.5
ECU338,Ecuador ,18.16219443,18.6276677,0.465,1607.8,4854.7,18.35,112.1,4.546,1464.3,104.3,1.378,1464.3
ECU339,Ecuador ,17.72521952,17.98170479,0.256,1378.1,4885.8,17.845,110.4,4.686,1464.3,101.6,1.402,1464.3
ECU340,Ecuador ,1.575375219,1.863872791,0.288,1378.1,3917.2,1.741,109.5,4.049,1464.3,99.7,1.147,1464.3
ECU341,Ecuador ,2.111692735,2.310402798,0.199,1181.2,3739.5,2.188,103.5,3.49,86.1,96.4,0.68,86.1
ECU342,Ecuador ,2.678529153,2.831609497,0.153,1575,3948,2.804,102.7,3.852,0,93.9,0.961,0
ECU343,Ecuador ,2.85516032,2.94494783,0.09,2362.5,3687.4,2.856,101.1,3.719,0,93.5,1.228,0
ECU344,Ecuador ,4.042597829,4.260442935,0.218,1575,4586.4,4.214,103.6,3.966,86.1,93.1,1.728,86.1
ECU345,Ecuador ,5.070065017,5.386529191,0.316,104.2,3791.6,5.23,104.2,4.326,1464.3,96.1,1.643,1464.3
ECU346,Ecuador ,6.513957502,6.721499124,0.208,39.1,4430.1,6.664,102.5,3.838,86.1,92.7,0.686,86.1
ECU347,Ecuador ,7.047375592,7.250501434,0.203,0,4260.7,7.221,105.2,3.571,0,95.3,1.175,0
ECU348,Ecuador ,8.21480566,8.544517171,0.33,452.5,4612.5,8.411,109.9,4.326,1464.3,99.9,0.899,1464.3
ECU349,Ecuador ,8.78285382,8.991867368,0.209,13,4338.8,8.951,101.9,4.19,86.1,94.2,0.848,86.1
ECU350,Ecuador ,9.281836867,9.502625826,0.221,13,3843.7,9.3,103.2,4.226,86.1,95.7,0.519,86.1
ECU351,Ecuador ,10.52792536,10.84880532,0.321,26.1,4912.1,10.693,110.8,4.136,1464.3,102.5,1.247,1464.3
ECU352,Ecuador ,11.09356404,11.23781283,0.144,0,5198.8,11.111,101.1,4.994,86.1,90,1.836,86.1
ECU353,Ecuador ,0.635123725,0.828380842,0.193,482.6,5660.3,0.818,94.1,4.561,1808.8,82.7,2.191,1808.8
ECU354,Ecuador ,0.83309443,0.995713223,0.163,452.5,5479.2,0.848,95.2,5.01,2325.6,86.1,1.913,2325.6
ECU355,Ecuador ,1.085556624,1.271743358,0.186,452.5,5645.2,1.213,100.5,4.695,1550.4,91.9,1.86,1550.4
ECU356,Ecuador ,1.319876512,1.497814467,0.178,467.6,5494.3,1.486,102.1,4.875,1550.4,92.2,2.152,1550.4
ECU357,Ecuador ,1.621747112,1.764333155,0.143,452.5,5252.7,1.683,98.8,4.865,1550.4,89.5,2.541,1550.4
ECU358,Ecuador ,1.944712217,2.119114981,0.174,482.6,4513.1,2.02,100.3,4.954,1550.4,90.2,2.096,1550.4
ECU359,Ecuador ,2.83150182,2.994120613,0.163,331.7,4709.3,2.891,102.1,5.027,1722.7,95.4,1.867,1722.7
ECU360,Ecuador ,3.24493806,3.468833499,0.224,377,5735.8,3.309,108.8,5.013,3962.1,96.5,1.739,3962.1
ECU361,Ecuador ,3.679553119,3.982401161,0.303,346.8,6128.3,3.942,108.2,4.988,1464.3,97.7,1.795,1464.3
ECU362,Ecuador ,4.055461778,4.124987204,0.07,346.8,5328.2,4.093,97.4,4.989,1550.4,88,2.926,1550.4
ECU363,Ecuador ,4.246828323,4.449512615,0.203,361.9,5162.2,4.296,104.8,5.069,1808.8,94.2,2.288,1808.8
ECU364,Ecuador ,4.929140044,5.100007617,0.171,392.1,5147.1,4.957,102.1,4.862,1722.7,90.2,2.238,1722.7
ECU365,Ecuador ,5.650306712,5.863596578,0.213,15.1,4815,5.799,104.9,4.753,1636.5,98.1,1.514,1636.5
ECU366,Ecuador ,5.871845358,6.081600033,0.21,0,4483.3,5.927,109.8,4.747,3531.4,98.9,1.629,3531.4
ECU367,Ecuador ,6.087492018,6.452795104,0.365,18.5,4317.2,6.391,110,4.641,1464.3,97.5,1.471,1464.3
ECU368,Ecuador ,6.504812859,6.731065093,1.175,0,4634.2,6.6,105.8,4.632,1636.5,92.6,2.308,1636.5
ECU369,Ecuador ,7.241713267,7.440862369,1.276,36.9,4226.7,7.378,108,4.585,1464.3,96.5,1.708,1464.3
ECU370,Ecuador ,7.500896305,7.675299069,1.246,0,4951.2,7.616,106.4,4.491,4048.2,95.7,2.45,4048.2
ECU371,Ecuador ,7.904341479,8.157696845,1.762,452.5,4770.1,8.121,110.2,4.454,1550.4,101.3,1.499,1550.4
ECU372,Ecuador ,8.672676869,8.852971618,1.702,1607.8,4830.5,8.69,105.3,5.046,1636.5,94.8,1.894,1636.5
ECU373,Ecuador ,9.711097099,10.00216117,1.246,1378.1,5751.3,9.834,114.2,4.677,1550.4,102.4,1.875,1550.4
ECU374,Ecuador ,10.26154499,10.64098884,1.327,1378.1,5736.2,10.542,110.7,5.062,3186.9,97.1,1.785,3186.9
ECU375,Ecuador ,10.95145797,11.19067258,1.195,1181.2,5373.9,11.064,101.9,5.266,4134.4,88.4,3.039,4134.4
ECU376,Ecuador ,11.79833036,12.20723414,1.266,1575,5373.9,11.981,109.1,5.048,1464.3,98.1,1.486,1464.3
ECU377,Ecuador ,12.74415629,13.01165242,1.104,0,6007.9,12.934,107.4,5.005,1464.3,96.3,2.058,1464.3
ECU378,Ecuador ,13.15070327,13.47122727,1.185,452.5,5856.9,13.288,113.5,5.031,1636.5,100.3,1.746,1636.5
ECU379,Ecuador ,4.514801153,4.983909425,1.337,159.8,3620.6,4.719,102.7,4.645,1378.1,94,1.779,1378.1
ECU380,Ecuador ,5.046457195,5.429562284,1.347,180.8,3379.4,5.195,97.8,4.603,1378.1,87.6,2.238,1378.1
ECU381,Ecuador ,5.476473111,5.961218326,1.57,117.9,3106.7,5.567,97.4,4.673,1378.1,86.7,2.151,1378.1
ECU382,Ecuador ,6.492874368,7.063622766,1.408,96.9,3694,6.722,106.3,4.781,1378.1,97.9,1.784,1378.1
ECU383,Ecuador ,7.126170535,7.485820211,1.803,96.9,3368.9,7.198,99.7,4.572,1378.1,87.9,2.208,1378.1
ECU384,Ecuador ,7.657826577,8.056568609,1.246,44.5,3127.7,7.779,96.7,4.714,1378.1,84.7,1.99,1378.1
ECU385,Ecuador ,8.728957132,9.792269216,1.762,44.5,3578.6,9.004,104.2,4.716,1464.3,88.9,2.147,1464.3
ECU386,Ecuador ,10.62992816,11.4352307,1.702,34,3557.7,10.861,102.4,4.755,1550.4,90.1,2.045,1550.4
ECU387,Ecuador ,12.48290584,13.03019882,1.246,34,3452.8,12.672,100.3,4.714,1464.3,89.5,2.089,1464.3
ECU388,Ecuador ,14.16350947,15.04699671,1.327,34,3589.1,14.298,102.8,4.781,1464.3,90.8,2.131,1464.3
ECU389,Ecuador ,15.4301018,16.72796802,1.298,34,3966.7,15.952,106.1,5.061,1378.1,96.1,1.761,1378.1
ECU390,Ecuador ,17.51656939,18.0560439,0.539,65.4,3694,17.699,103.8,4.805,1378.1,94.4,1.853,1378.1
ECU391,Ecuador ,18.14204708,18.60333689,0.461,0,3421.3,18.204,98.1,4.766,1378.1,83.9,2.525,1378.1
ECU392,Ecuador ,19.38518401,19.98720629,0.602,0,3555.2,19.598,103.7,4.733,1378.1,93.7,1.948,1378.1
ECU393,Ecuador ,21.09321426,22.26598494,1.173,914.6,5151.4,21.432,105.6,4.942,1464.3,92.5,1.886,1464.3
ECU394,Ecuador ,22.58654226,23.14165371,0.555,841.2,5036.1,22.761,104.3,4.774,1464.3,93.7,2.005,1464.3
ECU395,Ecuador ,24.00168555,24.68189254,0.68,830.7,3525.9,24.276,104.4,4.644,1378.1,93.1,1.768,1378.1
ECU396,Ecuador ,26.26003659,26.94024359,0.68,788.7,3578.3,26.569,100.9,4.549,1464.3,87.3,1.758,1464.3
ECU397,Ecuador ,30.21032709,30.93744491,0.727,673.4,5130.4,30.488,103.9,4.853,1378.1,92.7,1.871,1378.1
ECU398,Ecuador ,31.75838439,32.48550221,0.727,662.9,3494.4,32.119,104.2,4.613,1378.1,92.4,2.038,1378.1
ECU399,Ecuador ,33.59314699,34.11698456,0.524,662.9,3504.9,33.768,104.8,4.302,1378.1,96.5,1.676,1378.1
ECU400,Ecuador ,35.62103907,36.26997218,0.649,558,3525.9,35.765,104.6,4.531,1378.1,94.3,1.675,1378.1
ECU401,Ecuador ,37.70983792,38.85133471,1.141,495.1,3431.5,37.912,106.4,4.564,1378.1,95.2,1.769,1378.1
ECU402,Ecuador ,39.62536336,40.27429647,0.649,146.8,3546.9,39.938,103.3,4.866,1378.1,92,1.895,1378.1
ECU403,Ecuador ,42.18200345,42.80748114,0.625,21,3481.8,42.423,105.8,4.892,1378.1,96.7,1.66,1378.1
ECU404,Ecuador ,1.498992276,2.035339327,0.536,166.2,5151.7,1.683,110.1,4.884,1464.3,97.7,1.922,1464.3
ECU405,Ecuador ,2.157477764,2.60354858,0.446,98.8,4730.6,2.339,108.5,4.488,1378.1,93.6,1.937,1378.1
ECU406,Ecuador ,2.709755916,3.389482873,0.68,0,4595.9,2.792,105.9,5.243,1378.1,92.4,2.219,1378.1
ECU407,Ecuador ,3.978933593,4.456866609,0.478,0,5120.3,4.127,110.6,4.995,1378.1,99.1,2.069,1378.1
ECU408,Ecuador ,4.547142845,4.929489258,0.382,1085.1,4648.7,4.598,107.1,4.814,1464.3,92.8,2.379,1464.3
ECU409,Ecuador ,5.587974747,6.05528703,0.467,1041.7,5120.3,5.764,111.3,4.854,1292,98.7,1.897,1292
